APO_AB_1	APO_AB_2	APO_AB_3	APO_AB_4	APO_AB_5	APO_AB_6	APO_Aip_3D_1	APO_Aip_3D_2	APO_Aip_3D_3	APO_Aip_3D_4	APO_Aip_3D_5	APO_Aip_3D_6	APO_Aip_7D_1	APO_Aip_7D_2	APO_Aip_7D_3	APO_Aip_7D_4	APO_Aip_7D_5	APO_Aip_7D_6	APO_CA_3D_1	APO_CA_3D_2	APO_CA_3D_3	APO_CA_3D_4	APO_CA_3D_5	APO_CA_3D_6	APO_CA_7D_1	APO_CA_7D_2	APO_CA_7D_3	APO_CA_7D_4	APO_CA_7D_5	APO_CA_7D_6	APO_CB_3D_1	APO_CB_3D_2	APO_CB_3D_3	APO_CB_3D_4	APO_CB_3D_5	APO_CB_3D_6	APO_CB_7D_1	APO_CB_7D_2	APO_CB_7D_3	APO_CB_7D_4	APO_CB_7D_5	APO_CB_7D_6	APO_C_1	APO_C_2	APO_C_3	APO_C_4	APO_C_5	APO_C_6	APO_water	Inoc_A	Inoc_APO	Inoc_B	Inoc_SYM	SYM_AB_1	SYM_AB_2	SYM_AB_3	SYM_AB_4	SYM_AB_5	SYM_AB_6	SYM_Aip_3D_1	SYM_Aip_3D_2	SYM_Aip_3D_3	SYM_Aip_3D_4	SYM_Aip_3D_5	SYM_Aip_3D_6	SYM_Aip_7D_1	SYM_Aip_7D_2	SYM_Aip_7D_3	SYM_Aip_7D_4	SYM_Aip_7D_5	SYM_Aip_7D_6	SYM_CA_3D_1	SYM_CA_3D_2	SYM_CA_3D_3	SYM_CA_3D_4	SYM_CA_3D_5	SYM_CA_3D_6	SYM_CA_7D_1	SYM_CA_7D_2	SYM_CA_7D_3	SYM_CA_7D_4	SYM_CA_7D_5	SYM_CA_7D_6	SYM_CB_3D_1	SYM_CB_3D_2	SYM_CB_3D_3	SYM_CB_3D_4	SYM_CB_3D_5	SYM_CB_3D_6	SYM_CB_7D_1	SYM_CB_7D_2	SYM_CB_7D_3	SYM_CB_7D_4	SYM_CB_7D_5	SYM_CB_7D_6	SYM_C_1	SYM_C_2	SYM_C_3	SYM_C_4	SYM_C_5	SYM_C_6	SYM_water	Slurry_A	Slurry_APO	Slurry_Sym
Otu0011	0	0	0	0	0.000101843364904776	0.000102891243955139	0	0	0	0	0.000209095661265029	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000375798571965427	0	0	0	0	0.000196656833824975	7.77157778572206e-06	0.138008109695815	0	1.05846987594733e-05	0	0	0	0	0	0.000105607772732073	0	0	0	0.000191314329443275	0	0	0	0.000323101777059774	0	0.00010501995379122	0	0	0	0.000207511931936086	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000251382604323781	0	0.000331235508446505	0	0	0.000176429075511644	0.000129065565307176	0	0	0	0.000284575981787137	0	0	0	0	0	0	0.364943274288275	0	0
Otu0012	8.26993053258353e-05	0.00201068174677977	0.00133535119736491	0.000981033355134075	0.00101843364904776	0.00257228109887849	0	0	0.0492753623188406	0	0.000104547830632514	0	0.000125156445556946	0	0.000106564364876385	0	0	0	0.112405063291139	0.0120171673819742	0.000216379963215406	0.015813686026452	0.0579826533890138	0.0321834650221623	0.00421496311907271	0.0100445009535919	0.00680487418895395	0.00509646887513651	0.00694568121104185	0.00970224155235865	0.00662251655629139	0.00924295774647887	0.014701282452299	0.00844155844155844	0.0176363636363636	0.341404358353511	0.00167112299465241	0.00197777359201356	0.00248070562293275	0.00683088387497413	0.00385164051355207	0.000403931600915578	0	0.000494193229552755	0	0.000470366886171214	0	0	5.44010445000544e-05	0.0433424555471179	0.0404690908363185	0.101507261103349	0.00924748446168275	0.000525762355415352	0.000719838756118629	0.000495703899537343	0	0.000739254409124512	0.000704349357281212	0.0216862586137009	0.181044267877412	0.0828391046489382	0.0538872891814068	0.0282574568288854	0.0212184536248192	0.00581583198707593	0.0053921568627451	0.00189035916824197	0.00369685767097967	0.00114986584898429	0.00579830192586457	0.128034862004565	0.0319821494979546	0.12409213529778	0.0296483909415971	0.0632447296058662	0.0172385486783779	0.00453212476672887	0.010885554574875	0.00132372407707016	0.0222634508348794	0.123236331569665	0.00351170568561873	0.0201710505083105	0.0867906533142585	0.133735545500251	0.0228502705953097	0.0162305399138788	0.0120663650075415	0.00807754442649435	0.000176429075511644	0.00309757356737222	0.000739644970414201	0.00234852043212776	0.00241142645149323	0.000853727945361412	0	0.000663276586336502	0.00121972469071267	0	0.000384098329172268	3.62818373122415e-05	0.00110856900252376	0.0129880244828021	0.00623938566048881
Otu0013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000247096614776378	0	0	0	0	0.00104139142328676	0	1.20074446156617e-05	0	1.19219825462176e-05	0.000315457413249211	0.00201554851713216	0.0011566424322538	0.000636875066341153	0.000528038863660365	0.000528262017960909	0	0	0	0	0	0.000160745860794085	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00426863972680706	0.000363768643142961	0.00143709927039576	0.000348492768775048	0.000259470679813181	0.000384098329172268	0.42554966983528	0	0.000459253967443997	0.000435649412980876
Otu0014	0	0	0.000267070239472981	0.000218007412252017	0.000101843364904776	0.000926021195596255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000294334069168506	0	0	0.000162337662337662	0.000181818181818182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03213789348502	0	0.000243448071467886	0	0.00010515247108307	0	0	0	0	0	0.000202675314146737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000441241359023386	0	0	0	0	0	0.000502765208647562	0	0	0	0	0.000176429075511644	0	0	0	0	0	0	0	0	0	0	0	0.115420902422341	5.37139143209353e-06	0
Otu0015	0	0	0	0	0	0	0	0	0.00144927536231884	0	0.000209095661265029	0	0.000375469336670839	0	0	0	0	0	0	0	0	0	0	0	0.000351246926589392	0.000127145581691036	0.000158252888115208	0	0	0	0.000588668138337013	0	0	0	0	0	0	0	0.000137816979051819	0	0	0	0	0	0	0	0	0	0.0264466792048122	0.00550198443970026	0.0389801677039765	0.0193382446335577	0.0215748144144717	0	0	0	0	0	0	0	0	0	0	0	0.000482237582382254	0	0	0	0	0	0.00020708221163802	0	0	0	0.000297973778307509	0	0	0.000399893361770195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000234852043212776	0.000185494342422556	0.000284575981787137	0.000181884321571481	0	0.000348492768775048	0	0	0	0	0	0
Otu0016	0.000248097915977506	0	0	0.000545018530630041	0.000101843364904776	0.000411564975820558	0	0.000274951883420401	0	0.000361707258258982	0	0	0	0.00074064930255524	0.000106564364876385	0	0.00108710422611768	0.000455684666210982	0	0	0.000324569944823109	0	0	0.000192715359414145	0	0.00101716465352829	0.000316505776230416	0.00127411721878413	0	0.00518568082970893	0	0	0.000156396621832968	0	0	0	0	9.41796948577887e-05	0	0.000620989443179466	0	0.000538575467887438	0	0.000247096614776378	0.00281531531531532	0.00188146754468485	0.00576770087509944	0.00491642084562439	0	0	0.000416258080009606	1.05846987594733e-05	7.94798836414504e-05	0.000210304942166141	0	0	0.000106145844390192	0	0.000176087339320303	0	0	0	0	0	0	0	0	0	0.000154035736290819	0.00025552574421873	0	0	0	0	0	0	0	0	0	0	0.000265041081367612	0.0017636684303351	0.00167224080267559	0	0	0	0	0.000165617754223253	0	0	0	0	0.00018491124260355	0	0.000556483027267668	0	0.000363768643142961	0	0.000348492768775048	0.000129735339906591	0.000192049164586134	0.00478920252521588	0	0.0414886274214904	0.0201358635457432
Otu0017	0	0	0	0	0	0.00113180368350653	0	0.000274951883420401	0	0	0.000104547830632514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0122927919538089	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0462080724427951	0.0334247233284636	0.0464350734578094	0.00794004037578089	0	0	0	0	0	0	0	0.0190124858115778	0	0	0	0	0	0	0	0	0	0	0.0302967420626686	0	0	0	0	0	0	0	0	0	0.00286596119929453	0	0.000322736808132968	0.00381497377205532	0.0012569130216189	0	0	0	0	0.000352858151023289	0	0	0	0	0	0.000727537286285922	0	0	0.000259470679813181	0	0	0	0	0
Otu0018	0	0	0.000356093652630642	0.000327011118378025	0.00101843364904776	0.00133758617141681	0	0	0.0202898550724638	0	0	0	0	0	0	0	0	0	0.0162025316455696	0.0564377682403433	0	0.0618171362852214	0.0263411500160617	0.0418192329928695	0.0252897787144362	0.00928162746344565	0.0194651052381706	0.0471423370950127	0.031166518254675	0.0386416861826698	0.0286975717439294	0.0543573943661972	0.0630278385986863	0.036525974025974	0.0858181818181818	0.0501024399329484	0.0101938502673797	0.0485025428517612	0.0702866593164278	0.036017387704409	0.0446504992867332	0.0339302544769086	0	0	0	0	0	0	0	0	0	0.0141940810364537	0	0	0	0	0.000106145844390192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0315418136542851	0.0282632949051692	0.043369993774642	0.0256257449344458	0.0417965169569203	0.0375964537842719	0.088376432951213	0.111503383348044	0.0935431681129578	0.249933739729658	0.31305114638448	0.057943143812709	0.0522833629175407	0.0200286123032904	0.0580693815987934	0.101623571858088	0.0634315998675058	0.107843137254902	0.127827140549273	0.0432251235003529	0.0393649974186887	0.132026627218935	0.056599342414279	0.0725282878872194	0	0	0	0	0	0	1.81409186561207e-05	0.000459938203174753	0	0
Otu0019	0	0	0	0	0	0	0	0.0500412427825131	0.0202898550724638	0.0344827586206897	0.0549921589127026	0.0507150423728814	0.0647058823529412	0.057523762498457	0.0533887468030691	0.0477815699658703	0	0.0397584871269082	0	0.059656652360515	0.0492264416315049	0.00517538815411156	0.0247349823321555	0.0310271728656774	0.0698981383912891	0.041958041958042	0	0.0445941026574445	0.0534283170080142	0	0.0565121412803532	0.03125	0.0309665311229277	0.0358766233766234	0.028	0.00149003538834047	0.0584893048128342	0.0302316820493502	0.0355567805953693	0.0445042434278617	0.0423680456490728	0.0372963511512051	0	0	0	0	0	0	0	0	0.00756869258940543	0	0	0	0	0	0	0	0	0.0194568301580867	0.000283768444948922	0	0.000411353352529823	0.0131868131868132	0.0507956920109307	0.074313408723748	0.0107843137254902	0.00840159630329763	0.0189463955637708	0.0246582343171074	0.0465934976185546	0.0350695164971986	0.0464856824098178	0.0334094210417099	0.0277115613825983	0.046929422548121	0.0405516335577081	0.0434550786456945	0.010002942041777	0.00897190763347551	0.00291545189504373	0.0050705467372134	0.0176421404682274	0.0285622075197676	0	0.00100553041729512	0.00120264582080577	0.0256707519046042	0	0.0577544426494346	0.0619266055045872	0.0495611770779556	0.0120192307692308	0.0255988727101926	0.0478575403450195	0.000284575981787137	0	0.00265310634534601	0.00209095661265029	0.0412558380902958	0	0	0	0	0
Otu0020	0.131988091300033	0.120263901979265	0.105581768004985	0.0973403095705254	0.110092677462063	0.124909970161539	0	0	0	0	0.000313643491897543	0	0	0.00074064930255524	0	0	0	0	0	0	0.000324569944823109	0	0	0	0	0.000254291163382072	0.000949517328691249	0.000546050236621769	0	0.00150552024088324	0	0	0	0.000487012987012987	0	0	0	0	0	0.000206996481059822	0.00014265335235378	0	0	0	0	0	0	0	0.000575096756143432	0	0.000276171226160219	0.000116431686354206	0.000115245831280103	0.106729758149317	0.162107687877915	0.155651024454726	0.173760747266745	0.174358432780653	0.274167987321712	0	0	0.000191314329443275	0.000822706705059646	0.000313971742543171	0.000642983443176338	0	0	0	0	0	0.00020708221163802	0.000830047727744345	0	0	0	0.000366636113657195	0	0	0.000588408355398647	0	0	0.00198412698412698	0.000167224080267559	0.000161368404066484	0	0	0	0.00115932427956277	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000526086641027502	1.76899308913367e-05	0.000298112224481191	0.000162445543823377
Otu0021	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0106165021419259	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0383276259796828	0.0283575817006544	0.0437253905753842	0.00768570474812825	0	0	0	0	0	0	0	0.018161180476731	0	0	0	0	0	0	0	0.000154035736290819	0	0	0.0315418136542851	0	0.000415023863872173	0	0.000549954170485793	0	0	0	0	0	0.00462962962962963	0	0	0.00286123032904149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
