OTU	Size	Kingdom	Phylum	Class	Order	Family	Genus	Species
Otu0067	3231	Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonadaceae_unclassified	Nitrosomonadaceae_unclassified;
Otu0068	3181	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0069	3059	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0070	3046	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Paracoccus	zeaxanthinifaciens;
Otu0071	2750	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0072	2719	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0073	2691	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	Rhizobiales_unclassified;
Otu0074	2680	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0075	2638	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	bryozoorum;
Otu0076	2525	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0077	2487	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0078	2448	Bacteria	Proteobacteria	Deltaproteobacteria	NB-j	JTB	JTB_unclassified	JTB_unclassified;
Otu0079	2439	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0080	2354	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0081	2335	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	HTCC	HTCC	HTCC_unclassified;
Otu0082	2311	Bacteria	Bacteroidetes	Rhodothermi	Rhodothermales	Balneolaceae	Balneola	Balneola_unclassified;
Otu0083	2248	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0084	2199	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0085	2197	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_unclassified;
Otu0086	2081	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0088	2044	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	Vibrio_unclassified;
Otu0089	2016	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD-	BD-_unclassified;
Otu0090	1978	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Ectothiorhodospiraceae_unclassified	Ectothiorhodospiraceae_unclassified;
Otu0091	1933	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0092	1843	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bartonellaceae	Bartonella	Bartonella_unclassified;
Otu0093	1711	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0094	1697	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified	Rhodospirillaceae_unclassified;
Otu0095	1684	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Colwelliaceae_unclassified	Colwelliaceae_unclassified;
Otu0096	1656	Bacteria	Chlorobi	OPB	OPB_unclassified	OPB_unclassified	OPB_unclassified	OPB_unclassified;
Otu0097	1608	Bacteria	Bacteroidetes	Saprospirae	Saprospirales	Saprospiraceae	Lewinella	cohaerens;
Otu0098	1601	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0099	1546	Bacteria	Bacteroidetes	BME	BME_unclassified	BME_unclassified	BME_unclassified	BME_unclassified;
Otu0101	1512	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Anaerospora	hongkongensis;
Otu0102	1505	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Cohaesibacteraceae	Cohaesibacteraceae_unclassified	Cohaesibacteraceae_unclassified;
Otu0103	1465	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia	Owenweeksia_unclassified;
Otu0104	1455	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0105	1426	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0106	1409	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacteriaceae_unclassified	Phyllobacteriaceae_unclassified;
Otu0107	1395	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0108	1386	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Vibrionaceae	Vibrio	shilonii;
Otu0109	1364	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	ntu	ntu_unclassified	ntu_unclassified;
Otu0110	1328	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0111	1309	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0112	1289	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Piscirickettsiaceae_unclassified	Piscirickettsiaceae_unclassified;
Otu0113	1270	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oceanospirillaceae_unclassified	Oceanospirillaceae_unclassified;
Otu0114	1256	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Novosphingobium	Novosphingobium_unclassified;
Otu0115	1248	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0116	1244	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0118	1193	Bacteria	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified	Bacteria_unclassified;
Otu0119	1185	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0120	1160	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0121	1144	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0122	1133	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0123	1132	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Nocardioidaceae	Nocardioides	Nocardioides_unclassified;
Otu0124	1122	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0125	1066	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Methylonatrum	Methylonatrum_unclassified;
Otu0126	1049	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Hyphomonadaceae	Hyphomonadaceae_unclassified	Hyphomonadaceae_unclassified;
Otu0127	984	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0128	974	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0129	960	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0130	928	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0131	872	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified	Flavobacteriales_unclassified;
Otu0132	842	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0133	837	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0134	826	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonas	Alteromonas_unclassified;
Otu0135	822	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Corynebacteriaceae	Corynebacterium	Corynebacterium_unclassified;
Otu0136	801	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0137	747	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0138	744	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0139	733	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0140	730	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	Halomonas_unclassified;
Otu0141	720	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Nannocystaceae	Plesiocystis	Plesiocystis_unclassified;
Otu0142	713	Bacteria	Proteobacteria	Alphaproteobacteria	Kordiimonadales	Kordiimonadaceae	Kordiimonadaceae_unclassified	Kordiimonadaceae_unclassified;
Otu0143	705	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Roseivirga_unclassified;
Otu0144	700	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Anaerospora	hongkongensis;
Otu0145	697	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0146	689	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0147	675	Bacteria	Lentisphaerae	Lentisphaeria	Lentisphaerales	Lentisphaeraceae	Lentisphaeraceae_unclassified	Lentisphaeraceae_unclassified;
Otu0148	644	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0149	626	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified	Rhodospirillaceae_unclassified;
Otu0150	614	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0151	605	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	Shimia_unclassified;
Otu0152	602	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0153	576	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0154	573	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0155	563	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0156	563	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0157	547	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_unclassified;
Otu0159	533	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0160	525	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonadaceae_unclassified	Pseudomonadaceae_unclassified;
Otu0161	519	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0162	518	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Marinobacter	Marinobacter_unclassified;
Otu0163	508	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagales_unclassified	Cytophagales_unclassified	Cytophagales_unclassified;
Otu0164	507	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0165	504	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0167	473	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0169	462	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Roseivirga	Roseivirga_unclassified;
Otu0170	462	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0171	442	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	Rhizobiales_unclassified;
Otu0172	437	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0173	427	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0174	408	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0175	407	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0176	400	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	ZD	ZD_unclassified;
Otu0177	397	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0178	394	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0179	383	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0181	373	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Planctomyces	Planctomyces_unclassified;
Otu0182	369	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Mesorhizobium	huakuii;
Otu0183	362	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0184	350	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Glaciecola	Glaciecola_unclassified;
Otu0185	349	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	Idiomarina_unclassified;
Otu0186	340	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified;
Otu0187	331	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0189	313	Bacteria	Chlamydiae	Chlamydiia	Chlamydiales	Simkaniaceae	Simkaniaceae_unclassified	Simkaniaceae_unclassified;
Otu0190	311	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadales_unclassified	Alteromonadales_unclassified	Alteromonadales_unclassified;
Otu0192	300	Bacteria	Bacteroidetes	Rhodothermi	Rhodothermales	Rhodothermaceae	Rhodothermaceae_unclassified	Rhodothermaceae_unclassified;
Otu0193	297	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Devosia	Devosia_unclassified;
Otu0194	284	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0195	280	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Oleibacter	Oleibacter_unclassified;
Otu0196	280	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified	Flavobacteriaceae_unclassified;
Otu0197	275	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified;
Otu0198	270	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassomonas	Thalassomonas_unclassified;
Otu0199	270	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0200	265	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified;
Otu0201	265	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
Otu0202	261	Bacteria	Planctomycetes	Planctomycetia	Pirellulales	Pirellulaceae	Pirellulaceae_unclassified	Pirellulaceae_unclassified;
Otu0203	250	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Crocinitomix	Crocinitomix_unclassified;
Otu0204	248	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified	Rhodobacteraceae_unclassified;
Otu0205	247	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_unclassified	Rhizobiales_unclassified	Rhizobiales_unclassified;
Otu0206	247	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0207	244	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified	Alteromonadaceae_unclassified;
Otu0208	242	Bacteria	Proteobacteria	Gammaproteobacteria	Vibrionales	Pseudoalteromonadaceae	Pseudoalteromonas	Pseudoalteromonas_unclassified;
Otu0209	241	Bacteria	Firmicutes	Bacilli	Bacillales	Staphylococcaceae	Staphylococcus	epidermidis;
Otu0210	239	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified;
